Hermodice carunculata
Lespedeza virginica
Lotus corniculatus
Lotus pedunculatus
Lupinus albifrons
Lupinus arboreus
Lupinus arcticus
Lupinus argenteus
Lupinus arizonicus
Lupinus bicolor
Lupinus chamissonis
Lupinus concinnus
Lupinus latifolius
Lupinus lepidus
Lupinus microcarpus
Lupinus nootkatensis
Lupinus sparsiflorus
Lupinus texensis
Lupinus variicolor
Macroptilium atropurpureum
Macroptilium gibbosifolium
Macroptilium lathyroides
Marina parryi
Medicago lupulina
Medicago minima
Medicago polymorpha
Medicago sativa
Melilotus albus
Melilotus officinalis
Mimosa aculeaticarpa
Mimosa borealis
Mimosa quadrivalvis
Mimosa strigillosa
Neptunia pubescens
Olneya tesota
Onobrychis viciifolia
Oxytropis lambertii
Parkinsonia microphylla
Pediomelum linearifolium
Pediomelum tenuiflorum
Phaseolus coccineus
Pithecellobium dulce
Prosopis glandulosa
Prosopis velutina
Psorothamnus emoryi
Psorothamnus schottii
Robinia neomexicana
Robinia pseudoacacia
Securigera varia
Senna armata
Senna covesii
Senna marilandica
Senna obtusifolia
Sophora microphylla
Sophora prostrata
Sophora secundiflora
Strophostyles umbellata
Stylosanthes biflora
Tamarindus indica
Thermopsis californica
Trifolium angustifolium
Trifolium arvense
Trifolium depauperatum
Trifolium fucatum
Trifolium pratense
Trifolium repens
Trifolium resupinatum
Trifolium subterraneum
Trifolium wormskioldii
Ulex europaeus
Vachellia farnesiana
Vicia cracca
Vicia gigantea
Vicia hirsuta
Vicia ludoviciana
Vicia sativa
Vicia sepium
Vicia villosa
Polygala lutea
Polygala paucifolia
Polygala polygama
Polygala senega
Alnus rhombifolia
Alnus rubra
Alnus serrulata
Alnus viridis
Betula alleghaniensis
Betula cordifolia
Betula nana
Betula papyrifera
Betula populifolia
Betula pumila
Carpinus caroliniana
Corylus cornuta
Ostrya virginiana
Casuarina equisetifolia
Castanea dentata
Castanea pumila
Fagus grandifolia
Notholithocarpus densiflorus
Quercus agrifolia
Quercus alba
Quercus berberidifolia
Quercus buckleyi
Quercus coccifera
Quercus coccinea
Quercus ellipsoidalis
Quercus emoryi
Quercus engelmannii
Quercus havardii
Quercus hypoleucoides
Quercus imbricaria
Quercus kelloggii
Quercus laevis
Quercus lobata
Quercus macrocarpa
Quercus marilandica
Quercus montana
Quercus nigra
Quercus phellos
Quercus rubra
Quercus rugosa
Quercus shumardii
Quercus stellata
Quercus suber
Quercus turbinella
Quercus vacciniifolia
Quercus velutina
Carya cordiformis
Carya illinoinensis
Carya ovata
Carya tomentosa
Juglans californica
Juglans cinerea
Juglans major
Juglans nigra
Comptonia peregrina
Myrica gale
Fuscospora fusca
Lophozonia menziesii
Garrya ovata
Garrya wrightii
Amsonia ciliata
Amsonia tabernaemontana
Amsonia tomentosa
Apocynum androsaemifolium
Apocynum cannabinum
Araujia hortorum
Araujia sericifera
Asclepias albicans
Asclepias arenaria
Asclepias asperula
Asclepias californica
Asclepias curassavica
Asclepias engelmanniana
Asclepias erosa
Asclepias fascicularis
Asclepias humistrata
Asclepias incarnata
Asclepias latifolia
Asclepias linearis
Asclepias longifolia
Asclepias obovata
Asclepias oenotheroides
Asclepias purpurascens
Asclepias speciosa
Asclepias stenophylla
Asclepias subulata
Asclepias subverticillata
Asclepias sullivantii
Asclepias syriaca
Asclepias texana
Asclepias tuberosa
Asclepias verticillata
Asclepias viridiflora
Asclepias viridis
Calotropis procera
Cascabela ovata
Cynanchum laeve
Cynanchum louiseae
Cynanchum rossicum
Funastrum cynanchoides
Funastrum hirtellum
Gomphocarpus physocarpus
Nerium oleander
Parsonsia heterophylla
Vinca major
Vinca minor
Vincetoxicum hirundinaria
Blackstonia perfoliata
Centaurium pulchellum
Frasera caroliniensis
Gentiana alba
Gentiana asclepiadea
Gentiana lutea
Gentiana verna
Gentianella quinquefolia
Gentianopsis ciliata
Gentianopsis virgata
Halenia deflexa
Sabatia campestris
Swertia perennis
Zeltnera beyrichii
Zeltnera muehlenbergii
Zeltnera texensis
Zeltnera venusta
Geniostoma ligustrifolium
Mitreola petiolata
Bouvardia ternifolia
Cephalanthus occidentalis
Chiococca alba
Coffea arabica
Coprosma acerosa
Coprosma areolata
Coprosma crassifolia
Coprosma dumosa
Coprosma grandifolia
Coprosma linariifolia
Coprosma lucida
Coprosma perpusilla
Coprosma repens
Coprosma rhamnoides
Coprosma robusta
Coprosma rugosa
Cruciata laevipes
Diodia teres
Diodia virginiana
Galium andrewsii
Galium angustifolium
Galium aparine
Galium circaezans
Galium mollugo
Galium odoratum
Galium palustre
Galium porrigens
Galium virgatum
Houstonia caerulea
Houstonia longifolia
Houstonia purpurea
Houstonia pusilla
Ixora coccinea
Mitchella repens
Nertera depressa
Psychotria nervosa
Psychotria poeppigiana
Richardia grandiflora
Richardia scabra
Sherardia arvensis
Erodium cicutarium
Geranium brevicaule
Geranium caespitosum
Geranium erianthum
Geranium lucidum
Geranium maculatum
Geranium pratense
Geranium pyrenaicum
Geranium robertianum
Geranium sanguineum
Geranium sylvaticum
Gunnera monoica
Gunnera tinctoria
Asystasia gangetica
Avicennia marina
Dicliptera brachiata
Dyschoriste linearis
Hypoestes phyllostachya
Justicia pilosella
Pachystachys lutea
Ruellia simplex
Campsis radicans
Catalpa bignonioides
Chilopsis linearis
Crescentia alata
Crescentia cujete
Handroanthus chrysanthus
Jacaranda mimosifolia
Kigelia africana
Macfadyena unguis-cati
Podranea ricasoliana
Tabebuia rosea
Tecoma stans
Rhabdothamnus solandri
Agastache foeniculum
Agastache scrophulariifolia
Agastache urticifolia
Ajuga reptans
Ballota nigra
Blephilia hirsuta
Condea emoryi
Galeopsis bifida
Galeopsis tetrahit
Glechoma hederacea
Hedeoma acinoides
Hedeoma reverchonii
Hyptis alata
Lamium amplexicaule
Lamium purpureum
Leonotis nepetifolia
Lycopus europaeus
Lycopus uniflorus
Marrubium vulgare
Melittis melissophyllum
Mentha aquatica
Mentha canadensis
Mentha longifolia
Mentha pulegium
Mentha spicata
Monarda citriodora
Monarda fistulosa
Monarda punctata
Monardella villosa
Origanum vulgare
Prunella vulgaris
Pycnanthemum tenuifolium
Salvia apiana
Salvia ballotiflora
Salvia columbariae
Salvia dorrii
Salvia elegans
Salvia greggii
Salvia lavanduloides
Salvia leucophylla
Salvia lyrata
Salvia mellifera
Salvia mexicana
Salvia microphylla
Salvia polystachya
Salvia roemeriana
Salvia spathacea
Salvia texana
Scutellaria drummondii
Scutellaria integrifolia
Scutellaria lateriflora
Scutellaria ovata
Scutellaria parvula
Stachys byzantina
Stachys chamissonis
Stachys coccinea
Stachys officinalis
Stachys rigida
Teucrium canadense
Teucrium chamaedrys
Teucrium cubense
Teucrium laciniatum
Teucrium scorodonia
Trichostema lanceolatum
Warnockia scutellarioides
Pinguicula moranensis
Utricularia cornuta
Utricularia gibba
Utricularia intermedia
Utricularia subulata
Utricularia vulgaris
Lindernia dubia
Proboscidea althaeifolia
Chionanthus virginicus
Fraxinus americana
Fraxinus pennsylvanica
Fraxinus quadrangulata
Fraxinus texensis
Fraxinus velutina
Ligustrum obtusifolium
Ligustrum quihoui
Ligustrum sinense
Agalinis heterophylla
Agalinis tenuifolia
Aureolaria grandiflora
Aureolaria pedicularia
Bellardia viscosa
Castilleja ambigua
Castilleja applegatei
Castilleja arvensis
Castilleja attenuata
Castilleja densiflora
Castilleja exserta
Castilleja indivisa
Castilleja integra
Castilleja latifolia
Castilleja lemmonii
Castilleja linariifolia
Castilleja parviflora
Castilleja rubicundula
Castilleja sessiliflora
Castilleja subinclusa
Castilleja wightii
Chloropyron maritimum
Conopholis americana
Cordylanthus rigidus
Epifagus virginiana
Euphrasia cuneata
Euphrasia nemorosa
Melampyrum nemorosum
Melampyrum pratense
Orobanche hederae
Orobanche minor
Orobanche ramosa
Orthocarpus cuspidatus
Pedicularis bracteosa
Pedicularis densiflora
Pedicularis lanceolata
Pedicularis racemosa
Rhinanthus alectorolophus
Triphysaria pusilla
Martynia annua
Mimulus alatus
Mimulus alsinoides
Mimulus aurantiacus
Mimulus brevipes
Mimulus breweri
Mimulus cardinalis
Mimulus dentatus
Mimulus guttatus
Mimulus kelloggii
Mimulus moschatus
Mimulus nanus
Mimulus ringens
Mimulus tilingii
Mimulus torreyi
Antirrhinum nuttallianum
Chaenorhinum minus
Chelone glabra
Collinsia heterophylla
Collinsia sparsiflora
Collinsia tinctoria
Collinsia torreyi
Collinsia verna
Cymbalaria muralis
Digitalis purpurea
Hippuris vulgaris
Keckiella breviflora
Keckiella cordifolia
Keckiella ternata
Linaria dalmatica
Linaria vulgaris
Mecardonia procumbens
Mohavea breviflora
Mohavea confertiflora
Ourisia macrophylla
Penstemon davidsonii
Penstemon deustus
Penstemon eatonii
Penstemon grandiflorus
Penstemon heterodoxus
Penstemon heterophyllus
Penstemon hirsutus
Penstemon laxiflorus
Penstemon newberryi
Penstemon palmeri
Penstemon parryi
Penstemon procerus
Penstemon roseus
Penstemon rostriflorus
Penstemon speciosus
Penstemon spectabilis
Penstemon whippleanus
Plantago aristata
Plantago helleri
Plantago lanceolata
Plantago major
Plantago ovata
Plantago patagonica
Plantago rhodosperma
Plantago rugelii
Plantago triandra
Plantago virginica
Veronica elliptica
Veronica hederifolia
Veronica odora
Veronica peregrina
Veronica persica
Veronica scutellata
Veronica stricta
Buchnera americana
Buddleja cordata
Buddleja davidii
Leucospora multifida
Myoporum laetum
Scoparia dulcis
Scrophularia californica
Scrophularia marilandica
Scrophularia nodosa
Verbascum blattaria
Verbascum nigrum
Verbascum thapsus
Polypremum procumbens
Callicarpa americana
Duranta erecta
Glandularia bipinnatifida
Glandularia canadensis
Glandularia pumila
Lantana achyranthifolia
Lantana camara
Lantana horrida
Lantana urticoides
Lantana velutina
Phyla nodiflora
Stachytarpheta jamaicensis
Verbena bracteata
Verbena halei
Verbena hastata
Verbena rigida
Beilschmiedia tarairi
Laurus nobilis
Lindera benzoin
Litsea calicaris
Persea borbonia
Sassafras albidum
Umbellularia californica
Hedycarya arborea
Annona glabra
Annona muricata
Asimina triloba
Liriodendron tulipifera
Magnolia acuminata
Magnolia fraseri
Magnolia grandiflora
Magnolia macrophylla
Magnolia tripetala
Magnolia virginiana
Chrysobalanus icaco
Triadenum fraseri
Triadenum virginicum
Acalypha ostryifolia
Acalypha phleoides
Acalypha rhomboidea
Cnidoscolus stimulosus
Cnidoscolus texanus
Croton fruticulosus
Croton glandulosus
Croton lindheimeri
Croton monanthogynus
Croton setiger
Ditaxis lanceolata
Euphorbia abramsiana
Euphorbia bicolor
Euphorbia capitellata
Euphorbia characias
Euphorbia corollata
Euphorbia dentata
Euphorbia esula
Euphorbia fendleri
Euphorbia helioscopia
Euphorbia heterophylla
Euphorbia hirta
Euphorbia hyssopifolia
Euphorbia indivisa
Euphorbia maculata
Euphorbia melanadenia
Euphorbia micromera
Euphorbia misera
Euphorbia missurica
Euphorbia oblongata
Euphorbia ophthalmica
Euphorbia polycarpa
Euphorbia polygonifolia
Euphorbia serpillifolia
Euphorbia setiloba
Euphorbia spathulata
Euphorbia stictospora
Euphorbia terracina
Hura polyandra
Mercurialis annua
Mercurialis perennis
Ricinus communis
Stillingia sylvatica
Tragia ramosa
Triadica sebifera
Hypericum anagalloides
Hypericum drummondii
Hypericum gentianoides
Hypericum kalmianum
Hypericum perforatum
Hypericum punctatum
Linum berlandieri
Linum monogynum
Linum pratense
Byrsonima crassifolia
Passiflora incarnata
Passiflora lutea
Passiflora suberosa
Passiflora subpeltata
Passiflora tripartita
Turnera ulmifolia
Phyllanthus polygonoides
Phyllanthus urinaria
Rhizophora mangle
Populus deltoides
Populus fremontii
Populus grandidentata
Populus nigra
Populus tremula
Populus tremuloides
Salix alba
Salix bebbiana
Salix cinerea
Salix discolor
Salix eriocephala
Salix gooddingii
Salix interior
Salix laevigata
Salix nigra
Salix ×fragilis
Melicytus alpinus
Melicytus lanceolatus
Melicytus ramiflorus
Viola blanda
Viola cunninghamii
Viola filicaulis
Viola labradorica
Viola lanceolata
Viola macloskeyi
Viola pedatifida
Viola pedunculata
Viola pubescens
Viola sagittata
Viola sempervirens
Viola sororia
Bixa orellana
Cochlospermum vitifolium
Cistus albidus
Cistus salviifolius
Helianthemum glomeratum
Helianthemum nummularium
Helianthemum scoparium
Hudsonia tomentosa
Adansonia digitata
Allowissadula holosericea
Callirhoe involucrata
Ceiba aesculifolia
Entelea arborescens
Herissantia crispa
Hibiscus denudatus
Hibiscus martianus
Hibiscus moscheutos
Hibiscus tiliaceus
Hoheria angustifolia
Hoheria sexstylosa
Malacothamnus davidsonii
Malva parviflora
Malvastrum coromandelianum
Malvaviscus arboreus
Malvella leprosa
Melochia pyramidata
Napaea dioica
Pachira aquatica
Pavonia lasiopetala
Plagianthus divaricatus
Plagianthus regius
Pseudobombax ellipticum
Sida ciliaris
Sida rhombifolia
Sidalcea malviflora
Sphaeralcea ambigua
Sphaeralcea coccinea
Theobroma cacao
Thespesia populnea
Tilia americana
Tilia cordata
Urena lobata
Waltheria indica
Muntingia calabura
Daphne gnidium
Daphne mezereum
Dirca occidentalis
Dirca palustris
Pimelea villosa
Laguncularia racemosa
Ammannia coccinea
Cuphea aequipetala
Cuphea carthagenensis
Lythrum hyssopifolia
Lythrum salicaria
Trapa natans
Clidemia hirta
Rhexia virginica
Eucalyptus camaldulensis
Kunzea ericoides
Kunzea robusta
Leptospermum scoparium
Lophomyrtus bullata
Lophomyrtus obcordata
Metrosideros excelsa
Metrosideros robusta
Myrtus communis
Syzygium maire
Camissoniopsis bistorta
Chamaenerion angustifolium
Chamaenerion latifolium
Chylismia claviformis
Circaea canadensis
Clarkia rhomboidea
Clarkia rubicunda
Clarkia unguiculata
Epilobium canum
Epilobium coloratum
Epilobium densiflorum
Epilobium melanocaulon
Eremothera boothii
Eulobus californicus
Fuchsia excorticata
Lopezia racemosa
Ludwigia palustris
Oenothera biennis
Oenothera californica
Oenothera cespitosa
Oenothera curtiflora
Oenothera deltoides
Oenothera drummondii
Oenothera gaura
Oenothera speciosa
Taraxia ovata
Nymphaea ampla
Nymphaea odorata
Weinmannia racemosa
Aristotelia fruticosa
Aristotelia serrata
Elaeocarpus dentatus
Oxalis debilis
Oxalis dillenii
Oxalis drummondii
Oxalis exilis
Oxalis incarnata
Oxalis magellanica
Oxalis oregana
Oxalis pes-caprae
Oxalis purpurea
Oxalis stricta
Oxalis violacea
Quintinia serrata
Aristolochia clematitis
Asarum canadense
Asarum hartwegii
Endodeca serpentaria
Piper auritum
Piper excelsum
Anemopsis californica
Nelumbo nucifera
Platanus mexicana
Platanus occidentalis
Platanus racemosa
Platanus wrightii
Banksia integrifolia
Banksia marginata
Grevillea robusta
Hakea sericea
Protea cynaroides
Achlys triphylla
Berberis aquifolium
Berberis darwinii
Berberis glaucocarpa
Berberis nervosa
Berberis pinnata
Berberis thunbergii
Berberis trifoliolata
Caulophyllum thalictroides
Mahonia bealei
Nandina domestica
Podophyllum peltatum
Vancouveria hexandra
Akebia quinata
Cocculus carolinus
Argemone pleiacantha
Argemone polyanthemos
Chelidonium majus
Corydalis aurea
Corydalis cava
Corydalis flavula
Corydalis solida
Dicentra canadensis
Dicentra cucullaria
Dicentra formosa
Dicentra uniflora
Ehrendorferia chrysantha
Eschscholzia californica
Eschscholzia lobbii
Eschscholzia minutiflora
Eschscholzia parishii
Fumaria muralis
Platystemon californicus
Pseudofumaria lutea
Sanguinaria canadensis
Aconitum delphiniifolium
Aconitum napellus
Actaea pachypoda
Actaea rubra
Anemone acutiloba
Anemone americana
Anemone berlandieri
Anemone coronaria
Anemone cylindrica
Anemone hortensis
Anemone narcissiflora
Anemone patens
Anemone quinquefolia
Anemone ranunculoides
Aquilegia canadensis
Aquilegia chrysantha
Aquilegia coerulea
Aquilegia formosa
Aquilegia pubescens
Caltha palustris
Clematis crispa
Clematis foetida
Clematis forsteri
Clematis lasiantha
Clematis ligusticifolia
Clematis texensis
Clematis virginiana
Clematis vitalba
Coptis aspleniifolia
Coptis trifolia
Delphinium californicum
Delphinium carolinianum
Delphinium nudicaule
Delphinium parishii
Delphinium patens
Delphinium variegatum
Eranthis hyemalis
Ficaria verna
Nigella damascena
Pulsatilla alpina
Ranunculus abortivus
Ranunculus alismifolius
Ranunculus aquatilis
Ranunculus bulbosus
Ranunculus californicus
Ranunculus cymbalaria
Ranunculus fascicularis
Ranunculus flammula
Ranunculus glaberrimus
Ranunculus hispidus
Ranunculus insignis
Ranunculus lyallii
Ranunculus muricatus
Ranunculus recurvatus
Ranunculus reflexus
Ranunculus repens
Thalictrum dasycarpum
Thalictrum thalictroides
Trollius europaeus
Cannabis sativa
Celtis australis
Celtis laevigata
Celtis occidentalis
Celtis reticulata
Humulus japonicus
Elaeagnus umbellata
Hippophae rhamnoides
Shepherdia canadensis
Artocarpus altilis
Artocarpus heterophyllus
Ficus aurea
Ficus carica
Ficus petiolaris
Maclura pomifera
Streblus heterophyllus
Ceanothus crassifolius
Ceanothus fendleri
Ceanothus integerrimus
Ceanothus jepsonii
Ceanothus leucodermis
Ceanothus megacarpus
Ceanothus oliganthus
Ceanothus spinosus
Condalia hookeri
Frangula alnus
Frangula californica
Paliurus spina-christi
Pomaderris amoena
Pomaderris kumeraho
Rhamnus alaternus
Rhamnus alnifolia
Rhamnus cathartica
Rhamnus crocea
Rhamnus humboldtiana
Ziziphus obtusifolia
Acaena anserinifolia
Acaena novae-zelandiae
Acaena pinnatifida
Adenostoma fasciculatum
Adenostoma sparsifolium
Agrimonia eupatoria
Agrimonia gryposepala
Agrimonia parviflora
Amelanchier arborea
Amelanchier utahensis
Aronia melanocarpa
Cercocarpus betuloides
Cercocarpus ledifolius
Cercocarpus montanus
Chamaebatiaria millefolium
Coleogyne ramosissima
Cotoneaster simonsii
Crataegus douglasii
Crataegus marshallii
Crataegus monogyna
Dasiphora fruticosa
Drymocallis arguta
Filipendula rubra
Fragaria chiloensis
Fragaria vesca
Fragaria virginiana
Geum aleppicum
Geum canadense
Geum fragarioides
Geum triflorum
Heteromeles arbutifolia
Holodiscus discolor
Ivesia santolinoides
Malus fusca
Malus pumila
Petrophytum caespitosum
Photinia serratifolia
Potentilla anserina
Potentilla argentea
Potentilla canadensis
Potentilla erecta
Potentilla indica
Potentilla recta
Potentilla reptans
Prunus angustifolia
Prunus caroliniana
Prunus cerasifera
Prunus dulcis
Prunus fasciculata
Prunus fremontii
Prunus padus
Prunus pensylvanica
Prunus pumila
Prunus serotina
Prunus serrulata
Prunus virginiana
Purshia stansburyana
Rhodotypos scandens
Rosa acicularis
Rosa bracteata
Rosa californica
Rosa carolina
Rosa multiflora
Rosa setigera
Rubus arcticus
Rubus armeniacus
Rubus australis
Rubus bifrons
Rubus caesius
Rubus chamaemorus
Rubus cissoides
Rubus dalibarda
Rubus flagellaris
Rubus fruticosus
Rubus hispidus
Rubus leucodermis
Rubus odoratus
Rubus parviflorus
Rubus pedatus
Rubus phoenicolasius
Rubus pubescens
Rubus schmidelioides
Rubus spectabilis
Rubus trivialis
Rubus ulmifolius
Rubus ursinus
Sanguisorba canadensis
Sanguisorba officinalis
Sibbaldia procumbens
Sorbaria sorbifolia
Sorbus aucuparia
Sorbus sitchensis
Spiraea alba
Spiraea tomentosa
Ulmus americana
Ulmus crassifolia
Ulmus parvifolia
Ulmus pumila
Ulmus thomasii
Cecropia obtusifolia
Elatostema rugosum
Laportea canadensis
Parietaria officinalis
Parietaria pensylvanica
Pilea microphylla
Urtica dioica
Urtica ferox
Urtica sykesii
Alepis flavida
Peraxilla tetrapetala
Arceuthobium campylopodum
Korthalsella lindsayi
Korthalsella salicornioides
Phoradendron juniperinum
Cotinus coggygria
Malosma laurina
Pachycormus discolor
Pistacia chinensis
Rhus aromatica
Rhus copallinum
Rhus glabra
Rhus integrifolia
Rhus microphylla
Rhus ovata
Rhus typhina
Schinus molle
Toxicodendron diversilobum
Toxicodendron radicans
Bursera microphylla
Azadirachta indica
Dysoxylum spectabile
Melia azedarach
Citrus trifoliata
Melicope simplex
Melicope ternata
Ptelea crenulata
Thamnosma montana
Zanthoxylum fagara
Zanthoxylum hirsutum
Acer circinatum
Acer floridanum
Acer ginnala
Acer macrophyllum
Acer negundo
Acer nigrum
Acer pensylvanicum
Acer platanoides
Acer pseudoplatanus
Acer rubrum
Acer saccharinum
Acer saccharum
Acer spicatum
Aesculus californica
Aesculus flava
Aesculus pavia
Aesculus sylvatica
Dodonaea viscosa
Koelreuteria paniculata
Ailanthus altissima
Liquidambar styraciflua
Cotyledon orbiculata
Crassula connata
Crassula moschata
Dudleya cymosa
Dudleya edulis
Dudleya farinosa
Dudleya saxosa
Echeveria gibbiflora
Echeveria secunda
Echeveria simulans
Hylotelephium telephium
Bryophyllum delagoense
Sedum acre
Sedum dasyphyllum
Sedum nuttallii
Sedum obtusatum
Sedum palmeri
Sedum ternatum
Umbilicus rupestris
Ribes americanum
Ribes aureum
Ribes bracteosum
Ribes californicum
Ribes cynosbati
Ribes lacustre
Ribes malvaceum
Ribes montigenum
Ribes sanguineum
Ribes triste
Ribes uva-crispa
Myriophyllum spicatum
Hamamelis virginiana
Boykinia occidentalis
Chrysosplenium alternifolium
Chrysosplenium americanum
Heuchera richardsonii
Heuchera rubescens
Heuchera sanguinea
Lithophragma glabrum
Lithophragma parviflorum
Micranthes oregana
Micranthes pensylvanica
Micranthes tolmiei
Mitella diphylla
Mitella nuda
Pectiantia breweri
Saxifraga aizoides
Saxifraga oppositifolia
Saxifraga paniculata
Saxifraga tricuspidata
Tellima grandiflora
Tiarella cordifolia
Calystegia collina
Calystegia purpurata
Calystegia sepium
Calystegia silvatica
Calystegia soldanella
Calystegia spithamaea
Calystegia subacaulis
Calystegia tuguriorum
Convolvulus althaeoides
Convolvulus arvensis
Convolvulus equitans
Cuscuta pacifica
Cuscuta salina
Dichondra carolinensis
Dichondra repens
Evolvulus arizonicus
Evolvulus sericeus
Ipomoea alba
Ipomoea batatas
Ipomoea bracteata
Ipomoea cairica
Ipomoea carnea
Ipomoea coccinea
Ipomoea cordatotriloba
Ipomoea cristulata
Ipomoea hederifolia
Ipomoea murucoides
Ipomoea nil
Ipomoea orizabensis
Ipomoea pedicellaris
Ipomoea quamoclit
Ipomoea sagittata
Ipomoea stans
Ipomoea ternifolia
Ipomoea tricolor
Ipomoea triloba
Jacquemontia tamnifolia
Merremia umbellata
Hydrolea ovata
Datura discolor
Datura inoxia
Datura stramonium
Datura wrightii
Lycium andersonii
Lycium berlandieri
Lycium californicum
Lycium carolinianum
Nicandra physalodes
Nicotiana glauca
Physalis alkekengi
Physalis angulata
Physalis cinerascens
Physalis crassifolia
Physalis heterophylla
Physalis peruviana
Solanum aviculare
Solanum carolinense
Solanum dimidiatum
Solanum dulcamara
Solanum elaeagnifolium
Solanum hindsianum
Solanum laciniatum
Solanum mauritianum
Solanum nigrum
Solanum pseudocapsicum
Solanum ptychanthum
Solanum rostratum
Solanum tridynamum
Solanum triquetrum
Solanum umbelliferum
Ampelopsis arborea
Ampelopsis glandulosa
Cissus trifoliata
Parthenocissus inserta
Parthenocissus quinquefolia
Parthenocissus tricuspidata
Vitis aestivalis
Vitis arizonica
Vitis girdiana
Vitis rotundifolia
Krameria bicolor
Krameria erecta
Fagonia laevis
Guaiacum angustifolium
Guaiacum coulteri
Kallstroemia grandiflora
Larrea tridentata
Tribulus terrestris
Bazzania trilobata
Asterella californica
Conocephalum salebrosum
Monoclea forsteri
Ricciocarpos natans
Calocedrus decurrens
Cupressus lusitanica
Cupressus macrocarpa
Cupressus nootkatensis
Juniperus ashei
Juniperus californica
Juniperus communis
Juniperus flaccida
Juniperus horizontalis
Juniperus monosperma
Juniperus occidentalis
Juniperus scopulorum
Juniperus virginiana
Libocedrus bidwillii
Libocedrus plumosa
Sequoia sempervirens
Taxodium distichum
Taxodium mucronatum
Thuja occidentalis
Thuja plicata
Abies alba
Abies balsamea
Abies fraseri
Abies lasiocarpa
Abies magnifica
Abies religiosa
Larix laricina
Picea engelmannii
Picea rubens
Pinus albicaulis
Pinus attenuata
Pinus balfouriana
Pinus cembroides
Pinus contorta
Pinus edulis
Pinus elliottii
Pinus flexilis
Pinus halepensis
Pinus hartwegii
Pinus longaeva
Pinus muricata
Pinus pinaster
Pinus pinea
Pinus ponderosa
Pinus pseudostrobus
Pinus resinosa
Pinus sabiniana
Pinus strobus
Pinus torreyana
Pinus virginiana
Pseudotsuga macrocarpa
Pseudotsuga menziesii
Tsuga canadensis
Dacrycarpus dacrydioides
Dacrydium cupressinum
Halocarpus bidwillii
Lepidothamnus laxifolius
Phyllocladus trichomanoides
Podocarpus laetus
Torreya californica
Ptisana salicina
Cyathea cunninghamii
Cyathea dealbata
Cyathea medullaris
Cyathea smithii
Dicksonia antarctica
Dicksonia fibrosa
Dicksonia squarrosa
Gleichenia dicarpa
Gleichenia microphylla
Sticherus cunninghamii
Hymenophyllum bivalve
Hymenophyllum flabellatum
Hymenophyllum frankliniae
Hymenophyllum multifidum
Hymenophyllum nephrophyllum
Hymenophyllum rarum
Hymenophyllum revolutum
Hymenophyllum sanguinolentum
Hymenophyllum scabrum
Hymenophyllum villosum
Polyphlebium venosum
Trichomanes elongatum
Leptopteris hymenophylloides
Osmunda claytoniana
Osmunda regalis
Osmundastrum cinnamomeum
Asplenium appendiculatum
Asplenium bulbiferum
Asplenium ceterach
Asplenium flaccidum
Asplenium gracillimum
Asplenium hookerianum
Asplenium lamprophyllum
Asplenium lyallii
Asplenium montanum
Asplenium oblongifolium
Asplenium obtusatum
Asplenium platyneuron
Asplenium polyodon
Asplenium rhizophyllum
Asplenium scolopendrium
Asplenium trichomanes
Asplenium viride
Athyrium filix-femina
Deparia acrostichoides
Deparia petersenii
Diplazium australe
Blechnum blechnoides
Blechnum chambersii
Blechnum colensoi
Blechnum discolor
Blechnum filiforme
Blechnum fluviatile
Blechnum fraseri
Blechnum membranaceum
Blechnum minus
Blechnum montanum
Blechnum novae-zelandiae
Blechnum parrisiae
Blechnum spicant
Blechnum vulcanicum
Woodwardia fimbriata
Cystopteris protrusa
Gymnocarpium dryopteris
Histiopteris incisa
Hypolepis ambigua
Hypolepis millefolium
Paesia scaberula
Pteridium aquilinum
Pteridium esculentum
Cyrtomium falcatum
Dryopteris affinis
Dryopteris arguta
Dryopteris cristata
Dryopteris expansa
Dryopteris fragrans
Dryopteris goldiana
Dryopteris intermedia
Dryopteris marginalis
Lastreopsis glabella
Lastreopsis hispida
Lastreopsis microsora
Polystichum acrostichoides
Polystichum braunii
Polystichum imbricans
Polystichum lonchitis
Polystichum munitum
Polystichum neozelandicum
Polystichum vestitum
Polystichum wawranum
Rumohra adiantiformis
Lindsaea linearis
Lindsaea trichomanoides
Nephrolepis cordifolia
Matteuccia struthiopteris
Onoclea sensibilis
Loxogramme dictyopteris
Microsorum pustulatum
Notogrammitis billardierei
Notogrammitis heterophylla
Phlebodium pseudoaureum
Pleopeltis polypodioides
Polypodium glycyrrhiza
Polypodium virginianum
Pyrrosia eleagnifolia
Adiantum aleuticum
Adiantum capillus-veneris
Adiantum cunninghamii
Adiantum hispidulum
Adiantum jordanii
Adiantum pedatum
Astrolepis sinuata
Cheilanthes sieberi
Cryptogramma acrostichoides
Myriopteris alabamensis
Myriopteris aurea
Myriopteris covillei
Pellaea andromedifolia
Pellaea bridgesii
Pellaea cordifolia
Pellaea ovata
Pellaea rotundifolia
Pellaea ternifolia
Pentagramma triangularis
Pteris cretica
Pteris macilenta
Pteris vittata
Arthropteris tenella
Parathelypteris noveboracensis
Phegopteris connectilis
Woodsia ilvensis
Woodsia obtusa
Azolla filiculoides
Azolla rubra
Lygodium articulatum
Schizaea dichotoma
Botrychium lunaria
Botrypus virginianus
Sceptridium dissectum
Psilotum nudum
Tmesipteris elongata
Tmesipteris tannensis
